,410001,410004,410006,72000,72004,720024,72042,72044,72154,73019,73025,73029,73124,74126,Lake City,Camden,Hillsboro,phoenix area,Marshall,Subiaco,HOBART MUNICIPAL AP ,TUCUMCARI 4 NE ,DEATH VALLEY NATIONAL PARK  ,HOPEWELL,NEOSHO ,LAS ANIMAS ,BLANDING,Yosemite national park area,Saluda,Clarksdale,Portales,Springerville,Ojai
2002-02-01,269095.188,247339.693,209117.024,131,94.4,138.2,223.8,107.2,157.4,129,121,131.4,147.6,,1.02,2.19,2.64,0,0.8,1.32,0.58,0.16,0,1.21,1.1,0.03,0.0005,1.91,2.58,3.31,0.01,0,0.34
2002-03-01,317887.661,294828.034,249064.31,24,36.6,34.4,29.4,27.2,20.6,13.6,18.8,32.6,22.4,,6.83,11.1,2.26,0.08,4.93,10.02,1.23,0.32,0.2,3.95,2.9,0.1,0.85,4.03,5.88,11.55,1.27,0.14,null
2002-04-01,148233.41,131868.088,104733.595,23.8,13.6,19.8,14,12.8,25.4,10,13.2,13,null,,2.97,3,1.63,0.06,1.02,5,3.23,0.53,0,3.6,4.51,0.21,0.07,1.83,1.55,3.91,0.2,0.15,0.06
2002-05-01,108149.341,92510.65,62245.638,60.4,87.2,39.6,35.4,56.8,49.6,23.3,21.4,32.6,null,,2.71,null,5.76,0,4.43,5.7,0.84,0.65,0,2.33,10.78,0.33,0.02,1.75,5.39,10.19,0.0005,0,0.13
2002-06-01,78130.281,73034.209,33357.168,84.2,154.8,87.6,62.6,86.8,78.4,null,57.2,18.8,45.2,,4.49,2.44,1.24,0.0005,2.96,2.43,1.94,0.67,0,3.73,4.85,0.65,0.01,0.1,null,0.71,0.85,0.0005,0.04
2002-07-01,115375.064,112286.077,56838.702,48,93,31,23.4,null,57.6,16.9,21,4.8,23.4,,8.25,4.75,1.83,1.18,4.63,6.48,2.46,4.38,0.06,1.72,3.36,0.08,0.04,0,0.81,6.12,1.49,3.95,0
2002-08-01,278564.439,271441.371,221284.796,37.5,58.8,57.2,31.8,37,34,22,29,27.4,20.2,,5.45,2.65,0,0.0005,1.06,4.74,0.79,0.72,0,3.93,2.22,2.32,0.5,0,3.46,3.67,5.65,1.98,0
2002-09-01,199355.052,196631.927,128253.4,null,118.6,null,null,59.4,60.8,41.3,43.6,17.6,null,,3.31,2.31,2.83,0.5,2.88,2.18,3.43,4,0,4.07,4.08,1.89,2.9,0.51,3.94,7.66,1.95,3.66,0.01
2002-10-01,360035.156,354883.793,286423.736,7.2,12,8.2,null,null,8.2,0.3,1.4,1,2.2,,2.83,3.86,7.14,0.37,3.54,2.16,5.83,1.2,0.05,7.37,3.71,1.11,1.78,0.23,2.64,7.74,2.99,0.81,0
2002-11-01,256088.525,252515.101,213585.564,15.2,null,13.8,11,null,11.2,5.2,5.4,2.4,null,,3.78,2.73,0.58,0.42,3.67,1.78,0.7,1.49,0.02,4.54,0.62,0.08,0.73,7.63,4.11,4.61,0.29,0.28,6.61
2002-12-01,255232.144,260919.873,219539.403,27,null,13.8,null,null,16,6,9.8,4.8,14.2,6.8,5.97,7.96,5.76,0.16,4.07,5.2,2.15,0.73,0.15,4.98,null,0.54,0.83,11.85,4.76,3.23,1.08,0.96,4.11
2003-01-01,331141.515,327803.706,192474.965,16,15,10,14.2,25,15.8,9.9,7.8,10.4,7,3.8,2.15,0.25,0.56,0.57,2.1,0.39,0.0005,0.01,0.0005,2.78,0.46,0.07,0.44,0.91,1.88,0.94,0,0.05,0.0005
2003-02-01,212148.819,202867.687,140992.73,67.8,28.8,30.4,39.8,58,59,45.1,63.6,64,75,25,6.69,7.42,3.31,3.15,4.24,3.56,0.59,0.64,1.16,null,3.31,0.41,3.53,2.88,5.01,6.57,0.37,0.99,null
2003-03-01,127208.055,133797.61,86017.698,16.6,19,10.6,null,22,9.4,6.6,8.6,22.6,8,1.6,14.06,1.87,1.15,0.51,3.32,1.97,0.6,1.25,0.05,5.45,4.41,0.82,1.61,2.83,10.63,null,0.25,0.45,null
2003-04-01,90886.185,91891.833,71530.317,21.4,30.2,21.4,null,27,23.4,3.4,9,null,4.4,32.1,2.53,1.49,1.75,0.17,3.55,1.28,2.62,0.69,0.63,5.58,3.04,0.65,0.08,7.29,7.64,2.41,0.02,0.05,null
2003-05-01,53420.168,51783.539,39613.582,22,44.8,15.8,null,24,22.4,15.3,15,null,null,23,2.78,3.84,1.56,0,6.88,4.4,3.16,1.88,0.01,6.98,4.46,2,0.46,2.72,8.54,6.46,0.77,0.0005,null
2003-06-01,40363.891,37765.121,24240.482,96.4,134.2,102,58.4,115,94.8,44.8,53,null,61,66.6,11.97,5.33,4.29,0,4.62,3.71,9.72,3.99,0,5.72,9.35,3.23,0.14,0,5.83,null,4.18,0.42,null
2003-07-01,62143.016,55528.317,28846.084,80.4,138.2,79.8,54.5,65,88.2,34.7,42.4,null,42.6,76,6.03,3.21,0.44,0.61,5.75,1.52,0.14,0.53,0.05,7.87,3.88,0.55,0.22,0.61,8.93,3.98,0,1.9,0.0005
2003-08-01,172531.24,136928.981,70968.363,131.6,203.8,93.6,84.9,123.4,125.8,54.1,59,null,70,null,6.5,4.61,3.65,0.51,2.43,3.4,4.7,4.26,0.15,7.6,4.67,0.4,1.25,0.9,6.3,null,0.38,3.08,0
2003-09-01,141222.867,130789.519,93033.918,68.9,121.2,55.8,null,69.2,62.8,35.1,49.6,44,null,35.6,3.32,5.71,4.99,0.25,3.28,2.35,0.75,0.3,0,13,2.98,0.84,1.57,0.12,1.96,3.88,0.83,1.11,0
2003-10-01,275834.31,244992.578,191695.57,66.8,104.2,82,64.4,74.5,62.6,52.6,60.6,66.6,54,48.2,4,1.62,6.34,0.21,1.06,2.2,0.99,0.96,0,2.68,2.56,0.14,1.03,0.05,2.42,1.78,0.59,0.95,0.04
2003-11-01,257546.783,247610.929,212885.737,61.8,69.4,90.2,94.4,101,81.4,51.6,36.6,34.4,74.2,34.8,1.56,3.55,1.49,0.65,4.85,5.85,0.63,0.92,0.67,4.22,3.19,0.13,1.55,2.75,1.68,2.92,0.25,0.44,2.37
2003-12-01,288625.692,279833.451,246168.754,78.8,67,54.2,38.6,60.2,51.6,42.2,34.4,71.6,78.6,37.4,1.8,2.71,0.97,0.19,2.5,2.87,0.31,0.22,0.24,4.87,3.15,0.05,0.58,10.15,2.47,null,0.02,0.25,2.17
2004-01-01,317467.403,312364.384,266042.529,50.4,73.4,23,21.8,46.6,38.2,14,14.6,28.4,null,25.2,2.06,3.22,4.91,0.82,1.42,2.07,0.55,0.07,0,1.62,3.85,0.27,1.24,2.94,2.2,4.81,0.18,0.31,0.63
2004-02-01,289183.835,275016.375,238242.11,8.8,7.4,8.2,0.4,9.8,6.6,8.6,6.4,19.6,8.2,2.2,5.76,5.53,4.07,1.02,3.13,2.23,1.44,0.59,0.85,5.85,1.05,0.19,2.51,8.46,5.58,3.8,1.13,0.22,7.3
2004-03-01,222121.266,220665.5,194861.637,0,0.2,2.6,1,12.6,1,0,0,1,0,0.4,1.47,5.96,1.9,1.28,3.71,3.27,4.04,0.94,0.04,2,6.58,0.37,0.2,null,1.01,4.18,1.42,0.72,0.68
2004-04-01,139032.903,136021.649,105174.836,5.6,18.2,14.8,7.8,4.4,3.8,10.7,15.4,4,12,24.4,1.02,3.19,7.25,0.9,3.77,9.36,2.85,3.73,0.11,5.76,5.98,4.07,1.65,0.54,1.37,5.8,2.97,1.56,0.46
2004-05-01,103387.692,96837.523,68126.911,62.8,90.2,62.2,57.8,75.2,77,37.2,43,20.6,41.8,25.2,1.79,11.43,null,0,3.22,2.41,0.23,0.29,0,3.63,4.7,0.0005,0,1.05,2.29,5.45,0.31,0,0
2004-06-01,59236.313,52620.337,30038.177,137,181.4,109,70.4,107.4,113.2,45.6,57.8,30.2,58.2,64,8.09,7.26,5.75,0,4.6,5.84,6.82,1.87,0.16,10.06,6.38,4.35,0.11,0.07,7.2,7.18,3,0.29,0
2004-07-01,62367.602,57734.178,29626.892,null,81.4,64.6,41.6,63.8,69.8,33.9,43.8,null,38.6,46,9.04,4.36,2.08,0.59,4.21,6.66,3.33,2.27,0,9.56,10.29,2.73,0.57,null,3.19,1.02,3.08,1.86,0
2004-08-01,149307.481,151575.584,47149.752,90.8,175,89.8,39.4,95.4,89.6,38.3,46.2,null,46,67.8,8.39,3.32,3.03,0.36,2.47,3.5,2.32,2.75,0.33,18.42,1.07,3.4,0.26,0,3.27,1.92,3.5,2.48,0
2004-09-01,261747.391,210500.172,53109.747,97,94.6,64.6,10,62.2,86.4,39.8,45.8,null,43.8,31.4,28.01,0.88,0.62,0.15,10.22,0.22,1.32,3.98,0.53,4.34,0.67,0.96,3.03,0.25,9.03,0.23,4.26,0.67,0
2004-10-01,264148.655,249043.906,31700.954,57.4,null,40,2.4,42.2,41.2,36.6,45.8,null,51.6,19.4,2.03,7.63,10.03,0.78,1.69,8.85,7.11,2.78,0.14,2.14,4.78,0.47,1.21,6.69,0.95,5.78,4.66,0.64,5.76
2004-11-01,183820.451,171618.705,101550.587,null,166.6,130.6,110.7,125.6,97.4,84.2,96,36.8,64.2,59,3.49,10.14,10.11,0.52,3.18,8.51,4.85,2.32,0.78,3.55,7.58,1.12,2.13,1.64,3.24,6.82,2.54,1.4,0.08
2004-12-01,199697.487,197064.661,165358.224,61.8,73.6,74.6,56.2,112.8,69.6,62.7,47.2,53,99.8,69.6,4.21,3.78,0.75,1.56,2.49,1.8,0.69,0.39,1.31,2.36,1.62,0.13,2.48,4.34,1.26,null,0.33,0.88,9.36
2005-01-01,284250.658,276345.57,257279.945,27.2,31.6,35.2,12.4,32,25,19.9,16,33.6,29,16.2,1.95,5.14,2.87,1.85,1.97,5.29,1.81,1.33,1.84,null,7.49,0.36,4.96,11,2.39,5.11,1.14,1.46,16.58
2005-02-01,176155.258,169641.639,143717.206,92.6,124.4,71.8,67.8,78.8,92.4,43.6,48,47.2,66,50.2,4.12,2.15,2.47,3.01,2.64,2.16,0.6,1.1,1.26,1.29,2.63,0.49,3.02,6.07,4.95,null,0.29,1.13,10.3
2005-03-01,226468.592,222581.306,213536.771,29.4,21.8,21.4,14.6,16.8,14.4,6.4,10,18.8,null,10.4,7.2,2.43,3.3,0.36,2.96,2.9,0.09,1.16,0.2,2.51,1.42,1.18,1.31,null,4.32,null,1.14,0.71,3.08
2005-04-01,142986.565,143854.811,127890.155,null,18.6,21.8,7.4,19,14.4,7.2,9.4,4.8,null,19.4,5.3,3.76,1.51,0.12,4.82,3.54,0.22,2.33,0.05,2.99,2.93,1.06,1.2,null,3.31,5.13,0.41,0.64,0.67
2005-05-01,140052.639,133726.277,116206.675,1.8,2.4,4,4.4,2.2,2.8,4.6,3,0.6,null,4,3.82,3.68,3.27,0.0005,2.67,2.15,2.14,2.35,0.0005,2.48,4.49,0.81,0.6,null,4,1.07,0.49,0.02,1.11
2005-06-01,62006.081,54732.701,30903.715,128.2,209.6,133.4,89,119.2,137.8,71,79.4,65.2,null,79.4,12.45,2.63,1.51,0.0005,4.7,6.18,1.41,0.14,0,1.64,3.36,2,0.46,null,9.44,0.72,0.35,0.08,null
2005-07-01,138716.781,116284.993,47288.786,109.2,159.8,104.2,69.2,86.8,109.2,60.4,68,77,null,59.6,6.03,3.65,0.6,0.16,6.06,3.23,3.69,2.98,0,5.95,6.03,0.55,1.16,0,7.06,null,1.55,0.82,0
2005-08-01,191460.49,144216.579,58562.321,104.6,null,106.4,73.2,104.6,97,57.6,62.6,61.6,null,60.4,7.15,1.89,2.79,1.21,4.2,1.94,7.51,4.46,0.39,3.38,1.47,1.58,0.59,0.31,5.66,2.75,5.46,3.11,0
2005-09-01,266732.125,182935.226,75187,128.6,191,null,117.8,152,134,71.4,74.2,100,null,100.2,2.84,5.7,3.5,0.16,1.06,7.54,4.5,4.28,0.76,0.21,4.51,0.22,1.68,0.6,0.28,3.18,1.05,1.08,0.37
2005-10-01,269661.211,208400.689,121395.411,67.6,109,83.2,94.4,82.4,83,60.8,65.6,73.4,null,64.6,2.53,0,0.32,0.17,0.92,0.16,2.19,0.56,0.22,4.14,1.13,3.16,1.23,0.77,3.96,0.4,1.32,0.91,1.18
2005-11-01,263086.154,243777.684,187488.774,null,25.2,26,35.6,58.8,45,40.9,44.8,54.6,null,36.4,1.33,3.13,1.22,0,4.26,2.6,0.0005,0.0005,0.01,3.38,2.35,0.11,0.19,null,1.91,2.69,0.06,0.0005,1.26
2005-12-01,425956.81,399895.09,246634.451,36,27,70.2,23.2,30,34.2,23,26,26.8,null,46.8,6.88,0.69,0.51,0,1.64,0.37,0.18,0.0005,0,5.65,0.25,0.16,0.13,null,4.31,2.57,0.01,0.0005,1.8
2006-01-01,510469.607,468883.756,239062.178,75.4,77.4,49.6,39.4,84.6,68.2,44,49,44.2,37,6.2,4.09,6.45,2.55,0,3.37,3.63,0.2,0.09,0.06,4.3,1.62,0.55,0.99,null,3.26,10.78,0,0.18,5.48
2006-02-01,322040.942,295874.332,194960.267,2.2,0,2.2,0,7.4,2,0,1.2,3.4,null,0.6,5.19,4.33,1.76,0,2.74,0.94,0.0005,0.0005,0.04,1.64,0.34,0.01,0.05,4.2,3.8,4.66,0.25,0.0005,4.16
2006-03-01,245675.397,227269.074,205903.145,12.6,19,15.4,18.8,19.4,24.2,11.1,14,11.8,13.2,26.8,0.61,5.54,2.61,1.56,2.54,4.34,2.25,0.18,0.24,1.41,2.4,1,2.46,8.9,1.65,3.36,1.02,0.43,4.84
2006-04-01,141717.152,131531.851,113495.371,31.6,48.4,null,24,30.4,34.4,17.7,17.2,11,17.4,15.6,1.31,1.87,2.57,0.0005,5.87,4.96,0.5,0.72,0.24,2.91,7.59,0.3,0.21,null,1.99,6.08,0.59,0.33,5.39
2006-05-01,119861.051,108861.78,89513.866,7.4,25.2,14.6,3.2,9.6,6.8,3,4.6,3.8,3,11.2,2.19,1.46,1.06,0.0005,3.11,2.8,4.04,1.14,0.01,2.84,8.15,1.05,0.02,null,3.34,5.2,0.5,0.31,1.2
2006-06-01,41895.308,37159.701,,42.6,29.2,37.8,42.4,29.6,40.8,32.8,36,20,36,37.8,9.21,1.44,2.59,0.0005,5.54,5.3,2.38,1.72,0.0005,7.27,2.25,0.46,0.32,0,4.46,1.07,1.72,0.37,0
2006-07-01,44842.24,41021.722,22287.275,65,76.8,56.8,45.4,57.6,50.4,40.5,45.3,49.2,null,null,10.38,4.82,2.41,1.29,5.16,1.12,0.45,3.22,0.11,5.19,2.86,4.33,0.66,null,3.01,1.39,1.14,null,0.03
2006-08-01,117444.038,126182.009,84770.599,16.6,25.6,20.6,3.8,null,18,6.6,8.4,2.4,4,15.4,null,1.3,1.57,1.26,6.08,5.21,1.5,5.1,0,2.4,3.07,3.23,1.38,0,null,3.07,8.41,4.33,0
2006-09-01,220993.761,221231.385,189614.252,18.6,23.4,26.4,15.4,null,19.2,17.8,26,20.2,16.4,27.6,5.58,3.96,2.37,0.78,6.75,4.2,null,1.42,0.52,8.81,5.79,3.67,1.15,0,4.61,null,1.36,0.89,0.03
2006-10-01,266386.541,262012.805,246193.584,9.2,15,12.2,5,9.4,8.2,0,0,0,0,0.4,1.36,3.43,3.31,0.22,1.83,6.43,4.23,1.08,0.2,10.18,1.03,3.05,3.64,null,3.16,3.36,1.36,2,0.23
2006-11-01,159551.293,154868.451,142690.871,36.2,43.8,47.2,24.6,44.2,33.8,19.4,20.4,8.2,22.8,33.2,1.47,3.19,1.03,0.0005,2.98,8.28,0.86,0.14,0,8.11,4.15,0.13,0.15,null,4.47,10.85,0.06,0.25,0.11
2006-12-01,165995.15,176599.331,162062.659,10.4,18.6,19.2,4.8,7,23,5.2,2.6,5,3,2.2,3.74,7.27,4.16,0.34,1.11,5.72,2.32,1.51,0.06,1.61,3.49,3.31,0.75,null,3.67,7.49,2.4,0.33,0.94
2007-01-01,183291.766,188524.563,170451.572,43.4,32,30,23.4,43.4,42.2,40.4,48.8,18,33.8,32,5.26,9.3,4.11,0.49,2.82,5.82,1.37,0.75,0.02,2.43,5.98,0.44,0.61,0.47,4.59,7.84,1.13,0.56,2.39
2007-02-01,115705.897,120584.081,97706.719,22.4,24.5,30.2,17.8,23.2,13.8,10,7.8,42,5.6,31,1.76,2.27,1.23,0.4,1.48,1.98,0.66,0.18,0.14,2.37,2.03,0.18,0.46,null,2.66,null,0.12,0.58,2.1
2007-03-01,93921.453,93734.061,66808.906,56.6,65.6,63.8,51.4,60.8,55,43.4,50.2,24.8,35.8,39.8,2.03,2.58,12.04,0.83,2.83,2.06,1.67,null,0.08,2.23,3.7,0.26,0.29,null,3.95,4.11,3.17,0.11,0.22
2007-04-01,41567.083,38762.973,23503.576,84.8,89,55.8,63,59.2,99,29.6,36.8,48,43,26.8,1.08,6.13,2.05,0.21,1.55,3.36,2.22,0.82,0.07,4.62,4.58,1.87,1.32,null,1.3,4.78,0.51,0.16,0.82
2007-05-01,36770.205,31606.874,15793.122,79.8,129.6,70.4,61.4,64,76.6,47.3,55.8,60,52,43.6,null,4.03,9.26,0.0005,1.8,2.45,2.32,0.81,0,4.48,5.9,2.27,1.14,0.67,1.61,5.9,3.84,0.51,0
2007-06-01,25241.599,25857.33,10591.365,43.2,47.8,23.2,18,43.3,35.4,22.1,27.8,44.6,21.4,20.2,6.13,1.41,11.23,0,3.76,3.09,4.16,null,0,4.24,9.11,3.05,0.38,0,2.79,1.97,4.08,0.36,0
2007-07-01,61118.885,50177.308,18141.713,67.6,147,82,52.8,75.7,69,38.6,48.6,24.4,42.8,58.4,5.57,9.97,1.92,0.36,4.25,4.21,1.57,0.81,0.0005,5.09,4.06,0.8,1.05,null,null,5.89,1.28,3.33,0
2007-08-01,54045.958,56837.874,39328.835,20.4,38,null,26.9,21.1,22.2,15.9,21.6,28.8,18,15.4,5.29,0.42,1.37,0.31,1.96,1.14,4.22,1.25,0.01,null,3.62,1.2,1.16,0.02,2.6,1.54,0.85,5.4,0
2007-09-01,75052.719,69642.692,26760.776,null,45.8,28.8,19.4,19.8,21.8,7.3,7.4,4.2,5.2,10.8,5.45,3.84,5.1,0.07,1.27,3.63,1.24,0.47,0.63,1.15,4.5,1.52,1.94,null,3.46,2.57,1.97,0.98,0.61
2007-10-01,51788.023,56145.537,16591.256,30.8,27.8,31.4,13.2,30.8,24.6,15.2,40.6,8,16,14.8,3.49,6.44,1.34,0.04,1.18,4.49,3.61,0.73,0,3.56,7.24,0.47,1.09,null,2.09,4.32,0.02,0.15,0.32
2007-11-01,58308.614,66761.252,34938.364,114.2,109.4,88.2,88.8,107.8,113,51.6,50,71.8,82,92,0.82,2.23,1.81,1.25,1.02,0.76,0.01,0.24,0.0005,0.67,0.66,0.03,1.01,0,1.21,1.29,0.24,0.06,0.11
2007-12-01,128167.729,134854.828,90530.658,null,167.4,143,87.2,105.6,115.6,128.3,114.2,84,85.8,75.8,2.21,5.39,1.6,1.09,3.03,6.41,1.28,1.13,0.55,3.95,3.4,0.36,2.84,null,5.21,5.04,0.73,2.09,1.1
2008-01-01,130533.342,129951.339,104886.234,47,119.2,67,51,79.9,41.6,35,45,38.8,49.8,50.4,3.26,2.09,0.84,1.58,1.59,0.64,0.01,0.05,0.38,null,1.55,null,3.33,null,3.32,2.57,0.04,0.98,9.11
2008-02-01,74925.721,78640.925,70252.653,122.4,63.2,62.6,92.4,45.2,58,56.2,63.4,42.6,40,18.4,4.21,4.83,2.05,0.39,3.28,3.75,1,0.03,0.0005,3.24,5.46,0.26,3.31,null,4.31,3.99,0.4,0.67,1.93
2008-03-01,109268.024,112349.393,104858.969,72.6,80,21.6,19.8,83.7,89.2,10.8,12.8,41,40,18.2,4.38,3,5.87,0,4.25,13.98,2.66,0.21,0,3.08,7.97,0.73,0.08,null,3.98,5.31,0.11,0.0005,0.02
2008-04-01,70510.403,72305.695,63618.128,28.2,36,27.4,19,28.4,31,19.4,21.8,36.2,22,13,4.7,5.52,5.57,0,2.59,7.74,2.57,0.78,0,9.27,11.76,0.57,0.66,null,4.14,7.34,0.37,0,0.08
2008-05-01,20461.054,21568.128,11244.195,26,32.8,34.8,24.2,22.6,29.2,17,16.6,13,15,19.8,1.57,2.87,3.13,0.45,2.53,3.58,1.09,2.5,0.01,6.97,7.65,0.47,0.71,null,3.09,12.13,1.26,1.14,0.13
2008-06-01,24754.201,23201.187,13218.742,41.2,47.6,49.6,39,38.6,40.6,33.9,26.8,37.8,33.6,null,8.86,2.24,0.2,0.0005,4.72,7.24,1.25,2.04,0,1.07,8.77,0.64,0.74,null,0.46,1.89,0.81,0.31,0
2008-07-01,41397.275,36144.834,19197.054,97.4,179.4,103.8,76.2,95,90.4,40.4,47.2,49,52.4,62.4,6.77,1.1,1.98,2.15,2.78,3.25,2.96,5.64,0.04,3.39,1.94,1.79,1.64,null,2.68,2.43,3.16,2.81,0
2008-08-01,50053.501,50277.731,36552.075,50.6,122.4,50.2,30.8,62.4,59.4,21.6,28.6,21.2,null,27.4,12.71,10.95,1.64,3.55,5.92,6.81,2.32,3.61,0,null,6.33,4.57,1.55,0,3.49,5.49,null,2.29,0.02
2008-09-01,77402.545,76857.561,59367.74,38.8,83.8,32.4,30.4,49.4,41.4,22.2,24.8,44.2,24.6,null,3.41,8.5,0.41,0.0005,1.25,9.35,0.85,0.58,0,7.42,7.06,0.45,0.32,0.03,2.53,5.29,1.81,1.24,0
2008-10-01,117771.201,129162.096,101374.852,27.2,36.6,24.6,22.4,28,25.6,18,23.4,41.2,24,15,1.12,2.54,3.92,0.0005,1.11,3.44,2.42,2.91,0.15,null,2.3,4.27,0.56,null,2.85,4.72,2.31,1.32,0.1
2008-11-01,126610.675,129377.197,117934.884,119.4,139,62.6,98.6,124.4,124,51.1,47,44,61.8,54.8,0.8,2.12,1.44,0.49,1.28,2.55,0.2,0.09,0.61,3.86,1.13,0.21,0.98,null,4.75,2.7,0.04,0.41,2.36
2008-12-01,110493.46,115338.628,104710.812,67.4,90.4,58,53,72.2,68.8,44.8,56.6,85,53.2,49,2.06,3.19,1.35,0.97,4.33,2.05,0.04,0.22,0.04,3.34,2.65,0.05,3.02,null,5.57,6,0.05,null,2.21
2009-01-01,133766.873,144476.461,138102.631,24.8,23,9.4,12.8,26.4,16.4,13.8,20.4,20.8,9.6,9.4,3.64,2.86,null,0.15,3.04,3.39,0.0005,0,0.03,1.86,0.8,0.0005,0.36,null,1.92,2.83,0,null,0.89
2009-02-01,130653.27,133243.653,128327.688,1.4,0.6,6.2,9.8,2.2,14,13.3,19.2,11.2,11,1.8,1.31,1.88,1.07,1.32,1.81,1.9,0.29,0.68,1.36,0.63,2.23,0.3,0.82,null,2.07,null,0.45,0.21,4.97
2009-03-01,87962.973,96535.955,47225.123,17,26.8,16.2,18.4,10.4,18.4,53.4,55,16.2,17.4,21.4,1.83,6.2,6.6,0.0005,2.55,3.84,2.02,0.91,0,5.51,3.1,0.74,0.03,null,6.89,5.38,null,0.32,0.55
2009-04-01,96448.54,96048.267,18530.724,88,156.2,134.6,62.8,74.2,82.4,37.2,37.8,60.4,37,65.6,9.34,4.76,6.06,0.19,2.51,4.75,2.67,0.66,0,3.52,3.78,1.47,0.55,null,3.71,5.33,0.4,0.13,0.16
2009-05-01,27095.332,30215.582,13796.193,14.8,null,23.8,15.2,11.8,22.6,6.6,8.6,3.2,5,8.4,7.77,11.96,3,0.25,6.16,10.69,2.46,1.32,0,4.89,5.25,1.8,2.21,null,6.98,13.3,0.73,1.03,0.02
2009-06-01,37586.411,36006.241,12556.728,62.4,114.8,82.6,68.4,71,74.2,63.8,59,69.8,55.1,null,0.86,1.93,0.21,0.02,6.66,3.16,2.59,0.63,0.57,4.39,4.67,3.18,0.35,null,3.03,null,1.87,0.73,0.13
2009-07-01,40850.776,36476.756,17820.134,91,149,73.6,54.2,101.6,77.6,31.3,38.4,41.6,null,35.2,5.53,7.87,3.04,0.4,3.93,2.96,3.24,2.48,0.02,2.85,6.58,2.55,1.11,0,3.26,7.64,null,2.04,0
2009-08-01,57010.951,56899.624,20497.734,null,114.2,77.2,46.8,55.6,60,26,25.4,15.2,29,32.2,6.44,1.2,1.24,0.29,3.8,3.84,0.91,2.81,0.02,3.91,5.83,2.06,0.05,0,4.84,1.2,1.85,1.83,0
2009-09-01,99950.147,102130.769,74579.7,null,null,null,49.8,78.7,72,28.8,33.2,39.2,null,21.4,2.16,11.83,8.01,0.16,5.35,12.02,4.49,0.25,0,2.39,7.85,0.87,1.33,null,3.73,7.45,2.52,3.46,0
2009-10-01,169966.718,166827.974,126112.917,50.9,111,48.2,73.2,49.5,65,20.6,27.2,34.2,31.4,14,1.45,22.39,12.67,0.0005,3.23,9.74,2.77,1.71,0.0005,2.42,11.33,3.06,0.84,0,7.1,11.25,2.54,0.47,3.7
2009-11-01,198473.819,196992.112,179170.516,46.2,27.8,43.2,27,32.6,39.4,32.8,29.6,29.8,29.5,35,1.84,1.89,1.35,0.01,3.86,2.04,0.21,null,0.03,9.39,0.86,0.56,0.5,0,5.53,2.68,0.05,0.1,0.02
2009-12-01,171280.348,173461.053,151953.56,48.2,74.6,62.6,45,64.6,52.4,56.4,48.6,116,52.4,33.4,5.05,7.34,1.81,0.47,5.59,2.91,null,0.56,0.04,9.46,2.3,0.6,3.2,null,8.58,7.72,0.68,0.61,3.63
2010-01-01,196072.951,202271.663,159627.995,8.8,null,0,18.8,31.2,27.4,4.4,2.2,2.6,13.4,0.2,5.22,4.29,4.22,2.43,2.77,3.78,null,0.99,1.56,2.93,1.98,0.85,4.28,null,5.57,6.84,1.6,0.94,6.72
2010-02-01,111783.92,107654.678,44512.701,128.8,141.6,109.6,86.4,85.8,80,76.8,75.8,228.2,101.6,null,3.72,5.07,3.1,1.36,2.69,2.92,null,1.19,1.53,5.06,1.15,0.74,1.75,null,3.55,3.46,1.04,0.74,4.47
2010-03-01,135853.648,86841.6,21823.777,93.4,126,159.4,130.4,null,107.4,130.8,106.6,78.4,94,null,3.73,1.5,4.23,1.09,2.59,3.11,0.47,1.27,0.02,null,5.19,2.07,1.53,2.79,3.96,2.93,0.81,0.35,0.37
2010-04-01,86963.452,88715.173,20272.974,null,84.4,40.6,44,64.8,62.2,29.8,36.4,39.8,38,27.6,1.34,3.22,3.39,0.04,2.74,2.26,2.4,0.63,0.09,1.78,1.71,2.2,0.84,null,1.2,5.28,1.4,0.51,2.38
2010-05-01,92498.371,88247.942,20356.028,59.8,94.4,49.8,53.6,61.8,54,51.2,62.2,50.4,53.2,60.8,10.33,2.13,1.86,0,2.15,4.81,1.04,0.3,0.0005,4.79,11.37,1.25,0.05,0,2.85,5.76,1.45,0.3,0.16
2010-06-01,50755.935,44488.535,20417.839,53.4,87.8,null,45.6,63,59.4,69.8,78.6,21.6,63.6,27.2,3.87,2.02,6.29,0.0005,2.41,1.32,1.56,1.26,0,1.89,2.46,1.19,0.13,0,3.63,2.93,1.36,null,0
2010-07-01,115747.261,89823.714,33650.97,97.2,149,91.4,72.4,92.6,94.8,51.4,54.6,69.6,67.2,69.4,4.92,2.02,4.41,1.97,5.49,6.82,13.77,3.93,0.01,2.13,9.23,3.63,1.1,0,0.69,2.86,3.48,4.57,0.01
2010-08-01,294037.281,195181.52,61202.007,170.6,273.6,155.6,118.8,120.6,166.8,59.2,75.2,54,63.6,77.4,7.4,1.67,1.24,0.38,3.7,0.14,0.38,2.42,0.0005,5.79,0.85,2.3,1.42,0,9,5.86,3.45,2.18,0
2010-09-01,455823.804,306693.113,107203.489,128,null,null,85.8,113.2,102.8,49.1,55.6,72.8,54.8,50.8,4.53,1.98,8.11,0.13,4.83,4.3,1.68,0.93,0,6.96,11.57,0.84,1.11,0,1.67,1.28,0.62,0.14,0
